family,name,class,cap-shape,Cap-surface,cap-color,stem-surface,stem-color,veil-type,veil-color,has-ring,ring-type
Cortinarius Family,Purple Cortinarius,p,x,,u,,g,,u,f,f
Cortinarius Family,Purple Cortinarius,p,x,,u,,u,,u,f,f
Cortinarius Family,Purple Cortinarius,p,x,,u,,n,,u,f,f
Cortinarius Family,Purple Cortinarius,p,x,,n,,g,,u,f,f
Cortinarius Family,Purple Cortinarius,p,x,,n,,u,,u,f,f
Cortinarius Family,Purple Cortinarius,p,x,,n,,n,,u,f,f
Cortinarius Family,Blood-red Cortinarius,p,x,i,e,,e,,,f,f
Cortinarius Family,Red-staining Inocybe,p,c,k,w,,w,,,f,f
Cortinarius Family,Red-staining Inocybe,p,c,k,y,,w,,,f,f
Cortinarius Family,Red-staining Inocybe,p,c,e,w,,w,,,f,f
Cortinarius Family,Red-staining Inocybe,p,c,e,y,,w,,,f,f
Cortinarius Family,Straw-coloured Inocybe,p,c,i,y,,w,,,f,f
Cortinarius Family,Common White Inocybe,p,c,,w,i,w,,,f,f
Cortinarius Family,Common White Inocybe,p,c,,w,i,u,,,f,f
Cortinarius Family,Common White Inocybe,p,c,,u,i,w,,,f,f
Cortinarius Family,Common White Inocybe,p,c,,u,i,u,,,f,f
Cortinarius Family,Common White Inocybe,p,f,,w,i,w,,,f,f
Cortinarius Family,Common White Inocybe,p,f,,w,i,u,,,f,f
Cortinarius Family,Common White Inocybe,p,f,,u,i,w,,,f,f
Cortinarius Family,Common White Inocybe,p,f,,u,i,u,,,f,f
Cortinarius Family,Poison Pie,p,x,s,n,y,n,,,f,f
Cortinarius Family,Poison Pie,p,x,t,n,y,n,,,f,f
Cortinarius Family,Dark-centred Hebeloma,p,x,t,n,,w,,n,t,z
Cortinarius Family,Rusty Wood Rotter,p,b,d,n,i,y,,,t,
Cortinarius Family,Rusty Wood Rotter,p,b,d,n,i,n,,,t,
Cortinarius Family,Rusty Wood Rotter,p,b,k,n,i,y,,,t,
Cortinarius Family,Rusty Wood Rotter,p,b,k,n,i,n,,,t,
Cortinarius Family,Rusty Wood Rotter,p,x,d,n,i,y,,,t,
Cortinarius Family,Rusty Wood Rotter,p,x,d,n,i,n,,,t,
Cortinarius Family,Rusty Wood Rotter,p,x,k,n,i,y,,,t,
Cortinarius Family,Rusty Wood Rotter,p,x,k,n,i,n,,,t,
Cortinarius Family,Rusty Wood Rotter,p,f,d,n,i,y,,,t,
Cortinarius Family,Rusty Wood Rotter,p,f,d,n,i,n,,,t,
Cortinarius Family,Rusty Wood Rotter,p,f,k,n,i,y,,,t,
Cortinarius Family,Rusty Wood Rotter,p,f,k,n,i,n,,,t,
Cortinarius Family,Spectacular Gymnopile,p,x,d,y,,o,,,t,r
Cortinarius Family,Spectacular Gymnopile,p,x,d,y,,y,,,t,r
Cortinarius Family,Spectacular Gymnopile,p,x,d,o,,o,,,t,r
Cortinarius Family,Spectacular Gymnopile,p,x,d,o,,y,,,t,r
Cortinarius Family,Spectacular Gymnopile,p,x,e,y,,o,,,t,r
Cortinarius Family,Spectacular Gymnopile,p,x,e,y,,y,,,t,r
Cortinarius Family,Spectacular Gymnopile,p,x,e,o,,o,,,t,r
Cortinarius Family,Spectacular Gymnopile,p,x,e,o,,y,,,t,r
Cortinarius Family,Spectacular Gymnopile,p,x,y,y,,o,,,t,r
Cortinarius Family,Spectacular Gymnopile,p,x,y,y,,y,,,t,r
Cortinarius Family,Spectacular Gymnopile,p,x,y,o,,o,,,t,r
Cortinarius Family,Spectacular Gymnopile,p,x,y,o,,y,,,t,r
Cortinarius Family,Spectacular Gymnopile,p,x,i,y,,o,,,t,r
Cortinarius Family,Spectacular Gymnopile,p,x,i,y,,y,,,t,r
Cortinarius Family,Spectacular Gymnopile,p,x,i,o,,o,,,t,r
Cortinarius Family,Spectacular Gymnopile,p,x,i,o,,y,,,t,r
Cortinarius Family,Moss Pixy Cap,p,b,h,n,t,n,,,f,f
Mushroom Family,Field Mushroom,e,p,s,w,,w,,w,t,e
Mushroom Family,Field Mushroom,e,p,y,w,,w,,w,t,e
Mushroom Family,Field Mushroom,e,x,s,w,,w,,w,t,e
Mushroom Family,Field Mushroom,e,x,y,w,,w,,w,t,e
Mushroom Family,Field Mushroom,e,f,s,w,,w,,w,t,e
Mushroom Family,Field Mushroom,e,f,y,w,,w,,w,t,e
Mushroom Family,Cultivated Mushroom,e,f,i,n,,w,,,t,l
Mushroom Family,Cultivated Mushroom,e,f,i,n,,w,,,t,r
Mushroom Family,Cultivated Mushroom,e,f,y,n,,w,,,t,l
Mushroom Family,Cultivated Mushroom,e,f,y,n,,w,,,t,r
Mushroom Family,Cultivated Mushroom,e,x,i,n,,w,,,t,l
Mushroom Family,Cultivated Mushroom,e,x,i,n,,w,,,t,r
Mushroom Family,Cultivated Mushroom,e,x,y,n,,w,,,t,l
Mushroom Family,Cultivated Mushroom,e,x,y,n,,w,,,t,r
Mushroom Family,Horse Mushroom,e,p,s,w,,w,,,t,l
Mushroom Family,Horse Mushroom,e,p,s,w,,w,,,t,r
Mushroom Family,Horse Mushroom,e,p,s,n,,w,,,t,l
Mushroom Family,Horse Mushroom,e,p,s,n,,w,,,t,r
Mushroom Family,Horse Mushroom,e,x,s,w,,w,,,t,l
Mushroom Family,Horse Mushroom,e,x,s,w,,w,,,t,r
Mushroom Family,Horse Mushroom,e,x,s,n,,w,,,t,l
Mushroom Family,Horse Mushroom,e,x,s,n,,w,,,t,r
Mushroom Family,Horse Mushroom,e,f,s,w,,w,,,t,l
Mushroom Family,Horse Mushroom,e,f,s,w,,w,,,t,r
Mushroom Family,Horse Mushroom,e,f,s,n,,w,,,t,l
Mushroom Family,Horse Mushroom,e,f,s,n,,w,,,t,r
Mushroom Family,Yellow-staining Mushroom,p,x,y,w,,w,,,t,l
Mushroom Family,Bleeding Brown Mushroom,e,p,i,n,y,w,,,t,l
Mushroom Family,Bleeding Brown Mushroom,e,p,i,n,y,w,,,t,p
Mushroom Family,Bleeding Brown Mushroom,e,p,y,n,y,w,,,t,l
Mushroom Family,Bleeding Brown Mushroom,e,p,y,n,y,w,,,t,p
Mushroom Family,Bleeding Brown Mushroom,e,x,i,n,y,w,,,t,l
Mushroom Family,Bleeding Brown Mushroom,e,x,i,n,y,w,,,t,p
Mushroom Family,Bleeding Brown Mushroom,e,x,y,n,y,w,,,t,l
Mushroom Family,Bleeding Brown Mushroom,e,x,y,n,y,w,,,t,p
Ink Cap Family,Shaggy Ink Cap,e,p,y,w,s,w,,,t,e
Ink Cap Family,Shaggy Ink Cap,e,p,s,w,s,w,,,t,e
Ink Cap Family,Shaggy Ink Cap,e,f,y,w,s,w,,,t,e
Ink Cap Family,Shaggy Ink Cap,e,f,s,w,s,w,,,t,e
Ink Cap Family,Common Ink Cap,p,p,s,g,s,w,,,t,z
Ink Cap Family,Common Ink Cap,p,p,s,n,s,w,,,t,z
Ink Cap Family,Common Ink Cap,p,p,y,g,s,w,,,t,z
Ink Cap Family,Common Ink Cap,p,p,y,n,s,w,,,t,z
Ink Cap Family,Common Ink Cap,p,b,s,g,s,w,,,t,z
Ink Cap Family,Common Ink Cap,p,b,s,n,s,w,,,t,z
Ink Cap Family,Common Ink Cap,p,b,y,g,s,w,,,t,z
Ink Cap Family,Common Ink Cap,p,b,y,n,s,w,,,t,z
Ink Cap Family,Magpie Ink Cap,p,p,y,w,,w,,,f,f
Ink Cap Family,Magpie Ink Cap,p,p,y,n,,w,,,f,f
Ink Cap Family,Magpie Ink Cap,p,b,y,w,,w,,,f,f
Ink Cap Family,Magpie Ink Cap,p,b,y,n,,w,,,f,f
Ink Cap Family,Rusty Carpet Ink Cap,p,b,y,n,s,w,,,f,f
Ink Cap Family,Glistening Ink Cap,e,b,y,n,,w,,,f,f
Ink Cap Family,Fairies' Bonnets,e,p,g,w,,w,,,f,f
Ink Cap Family,Fairies' Bonnets,e,p,g,g,,w,,,f,f
Ink Cap Family,Fairies' Bonnets,e,b,g,w,,w,,,f,f
Ink Cap Family,Fairies' Bonnets,e,b,g,g,,w,,,f,f
Ink Cap Family,Fairy Parasol,e,x,w,n,,w,,,f,f
Ink Cap Family,Fairy Parasol,e,x,w,g,,w,,,f,f
Ink Cap Family,Fairy Parasol,e,f,w,n,,w,,,f,f
Ink Cap Family,Fairy Parasol,e,f,w,g,,w,,,f,f
Ink Cap Family,Common Crumble Cap,e,x,,n,,w,,,f,f
Ink Cap Family,Common Crumble Cap,e,x,,y,,w,,,f,f
Ink Cap Family,Common Crumble Cap,e,x,,w,,w,,,f,f
Ink Cap Family,Common Crumble Cap,e,f,,n,,w,,,f,f
Ink Cap Family,Common Crumble Cap,e,f,,y,,w,,,f,f
Ink Cap Family,Common Crumble Cap,e,f,,w,,w,,,f,f
Ink Cap Family,Two-toned Crumble Cap,e,x,h,n,s,w,,w,f,f
Ink Cap Family,Two-toned Crumble Cap,e,f,h,n,s,w,,w,f,f
Ink Cap Family,Hay Cap,p,x,,n,s,n,,,f,f
Ink Cap Family,Petticoat Fungus,p,b,,g,,g,,w,f,f
Ink Cap Family,Petticoat Fungus,p,b,,g,,n,,w,f,f
Ink Cap Family,Petticoat Fungus,p,b,,n,,g,,w,f,f
Ink Cap Family,Petticoat Fungus,p,b,,n,,n,,w,f,f
Ink Cap Family,Petticoat Fungus,p,b,,k,,g,,w,f,f
Ink Cap Family,Petticoat Fungus,p,b,,k,,n,,w,f,f
Ink Cap Family,Egg-shell Toadstool,p,b,t,n,,w,,,t,
Ink Cap Family,Egg-shell Toadstool,p,b,h,n,,w,,,t,
Ink Cap Family,Weeping Widow,p,x,i,n,i,n,,k,t,z
Ink Cap Family,Weeping Widow,p,x,i,y,i,n,,k,t,z
Bolete Family,Cep,e,x,w,n,,n,,,f,f
Bolete Family,Cep,e,x,t,n,,n,,,f,f
Bolete Family,Cep,e,p,w,n,,n,,,f,f
Bolete Family,Cep,e,p,t,n,,n,,,f,f
Bolete Family,Bay Bolete,e,x,h,n,,n,,,f,f
Bolete Family,Bay Bolete,e,x,t,n,,n,,,f,f
Bolete Family,Red-cracked Bolete,e,x,d,n,,e,,,f,f
Bolete Family,Red-cracked Bolete,e,x,d,n,,y,,,f,f
Bolete Family,Red-cracked Bolete,e,x,d,y,,e,,,f,f
Bolete Family,Red-cracked Bolete,e,x,d,y,,y,,,f,f
Bolete Family,Red-cracked Bolete,e,x,d,e,,e,,,f,f
Bolete Family,Red-cracked Bolete,e,x,d,e,,y,,,f,f
Bolete Family,Yellow-cracked Bolete,e,x,d,n,,y,,,f,f
Bolete Family,Yellow-cracked Bolete,e,x,d,y,,y,,,f,f
Bolete Family,Dotted-stemmed Bolete,p,x,e,n,,y,,,f,f
Bolete Family,Dotted-stemmed Bolete,p,x,k,n,,y,,,f,f
Bolete Family,Dotted-stemmed Bolete,p,x,s,n,,y,,,f,f
Bolete Family,Dotted-stemmed Bolete,p,x,h,n,,y,,,f,f
Bolete Family,Lurid Bolete,p,x,e,n,,u,,,f,f
Bolete Family,Lurid Bolete,p,x,e,n,,e,,,f,f
Bolete Family,Lurid Bolete,p,x,e,y,,u,,,f,f
Bolete Family,Lurid Bolete,p,x,e,y,,e,,,f,f
Bolete Family,Parasitic Bolete,e,x,d,n,,n,,,f,f
Bolete Family,Parasitic Bolete,e,x,d,n,,y,,,f,f
Bolete Family,Parasitic Bolete,e,x,k,n,,n,,,f,f
Bolete Family,Parasitic Bolete,e,x,k,n,,y,,,f,f
Bolete Family,Bitter Bolete,p,x,,n,,n,,,f,f
Bolete Family,Bitter Bolete,p,p,,n,,n,,,f,f
Bolete Family,Peppery Bolete,e,x,s,n,,e,,,f,f
Bolete Family,Peppery Bolete,e,x,s,n,,n,,,f,f
Bolete Family,Peppery Bolete,e,x,s,o,,e,,,f,f
Bolete Family,Peppery Bolete,e,x,s,o,,n,,,f,f
Bolete Family,Peppery Bolete,e,x,t,n,,e,,,f,f
Bolete Family,Peppery Bolete,e,x,t,n,,n,,,f,f
Bolete Family,Peppery Bolete,e,x,t,o,,e,,,f,f
Bolete Family,Peppery Bolete,e,x,t,o,,n,,,f,f
Bolete Family,Orange Birch Bolete,e,p,d,n,y,w,,,f,f
Bolete Family,Orange Birch Bolete,e,p,d,o,y,w,,,f,f
Bolete Family,Orange Birch Bolete,e,p,d,e,y,w,,,f,f
Bolete Family,Orange Birch Bolete,e,x,d,n,y,w,,,f,f
Bolete Family,Orange Birch Bolete,e,x,d,o,y,w,,,f,f
Bolete Family,Orange Birch Bolete,e,x,d,e,y,w,,,f,f
Bolete Family,Brown Birch Bolete,e,x,,g,y,w,,,f,f
Bolete Family,Brown Birch Bolete,e,x,,n,y,w,,,f,f
Bolete Family,Larch Bolete,e,x,t,y,,y,,y,t,
Bolete Family,Larch Bolete,e,x,h,y,,y,,y,t,
Bolete Family,Slippery Jack,e,x,t,n,,n,,w,t,p
Bolete Family,Slippery Jack,e,x,h,n,,n,,w,t,p
Bolete Family,Slippery Jack,e,x,s,n,,n,,w,t,p
Bolete Family,Shallow-pored Bolete,e,x,h,n,s,n,,,f,f
Bolete Family,Shallow-pored Bolete,e,x,t,n,s,n,,,f,f
Paxillus Family,Brown Roll-rim,p,x,t,r,,n,,,f,f
Paxillus Family,Brown Roll-rim,p,x,t,n,,n,,,f,f
Paxillus Family,Brown Roll-rim,p,f,t,r,,n,,,f,f
Paxillus Family,Brown Roll-rim,p,f,t,n,,n,,,f,f
Paxillus Family,Brown Roll-rim,p,s,t,r,,n,,,f,f
Paxillus Family,Brown Roll-rim,p,s,t,n,,n,,,f,f
Paxillus Family,Velvet Roll-rim,p,f,d,n,k,k,,,f,f
Paxillus Family,Velvet Roll-rim,p,f,d,n,k,n,,,f,f
Paxillus Family,Velvet Roll-rim,p,f,k,n,k,k,,,f,f
Paxillus Family,Velvet Roll-rim,p,f,k,n,k,n,,,f,f
Paxillus Family,Velvet Roll-rim,p,f,s,n,k,k,,,f,f
Paxillus Family,Velvet Roll-rim,p,f,s,n,k,n,,,f,f
Paxillus Family,Velvet Roll-rim,p,s,d,n,k,k,,,f,f
Paxillus Family,Velvet Roll-rim,p,s,d,n,k,n,,,f,f
Paxillus Family,Velvet Roll-rim,p,s,k,n,k,k,,,f,f
Paxillus Family,Velvet Roll-rim,p,s,k,n,k,n,,,f,f
Paxillus Family,Velvet Roll-rim,p,s,s,n,k,k,,,f,f
Paxillus Family,Velvet Roll-rim,p,s,s,n,k,n,,,f,f
Paxillus Family,False Chanterelle,p,s,d,o,,o,,,f,f
Paxillus Family,False Chanterelle,p,s,d,o,,y,,,f,f
Paxillus Family,False Chanterelle,p,s,d,y,,o,,,f,f
Paxillus Family,False Chanterelle,p,s,d,y,,y,,,f,f
Chanterelle Family,Chanterelle,e,x,w,y,,y,,,f,f
Chanterelle Family,Chanterelle,e,f,w,y,,y,,,f,f
Chanterelle Family,Chanterelle,e,s,w,y,,y,,,f,f
Chanterelle Family,Tubed Chanterelle,e,s,,n,,o,,,f,f
Chanterelle Family,Tubed Chanterelle,e,s,,n,,y,,,f,f
Chanterelle Family,Tubed Chanterelle,e,s,,y,,o,,,f,f
Chanterelle Family,Tubed Chanterelle,e,s,,y,,y,,,f,f
Chanterelle Family,Horn of Plenty,e,s,l,n,,n,,,f,f
Chanterelle Family,Horn of Plenty,e,o,l,n,,n,,,f,f
Oyster Mushroom Family,Oyster Mushroom,e,f,,l,,w,,,f,f
Oyster Mushroom Family,Oyster Mushroom,e,f,,g,,w,,,f,f
Oyster Mushroom Family,Oyster Mushroom,e,f,,b,,w,,,f,f
Oyster Mushroom Family,Oyster Mushroom,e,f,,w,,w,,,f,f
Oyster Mushroom Family,Branched Oyster Mushroom,e,s,,n,,n,,,f,f
Oyster Mushroom Family,Branched Oyster Mushroom,e,o,,n,,n,,,f,f
Tricholoma Family,Olive-brown Panellus,p,o,e,y,,y,,,f,f
Tricholoma Family,Olive-brown Panellus,p,o,e,y,,n,,,f,f
Tricholoma Family,Olive-brown Panellus,p,o,e,o,,y,,,f,f
Tricholoma Family,Olive-brown Panellus,p,o,e,o,,n,,,f,f
Tricholoma Family,Olive-brown Panellus,p,o,e,r,,y,,,f,f
Tricholoma Family,Olive-brown Panellus,p,o,e,r,,n,,,f,f
Tricholoma Family,Olive-brown Panellus,p,o,e,n,,y,,,f,f
Tricholoma Family,Olive-brown Panellus,p,o,e,n,,n,,,f,f
Tricholoma Family,Olive-brown Panellus,p,o,t,y,,y,,,f,f
Tricholoma Family,Olive-brown Panellus,p,o,t,y,,n,,,f,f
Tricholoma Family,Olive-brown Panellus,p,o,t,o,,y,,,f,f
Tricholoma Family,Olive-brown Panellus,p,o,t,o,,n,,,f,f
Tricholoma Family,Olive-brown Panellus,p,o,t,r,,y,,,f,f
Tricholoma Family,Olive-brown Panellus,p,o,t,r,,n,,,f,f
Tricholoma Family,Olive-brown Panellus,p,o,t,n,,y,,,f,f
Tricholoma Family,Olive-brown Panellus,p,o,t,n,,n,,,f,f
Tricholoma Family,Olive-brown Panellus,p,o,k,y,,y,,,f,f
Tricholoma Family,Olive-brown Panellus,p,o,k,y,,n,,,f,f
Tricholoma Family,Olive-brown Panellus,p,o,k,o,,y,,,f,f
Tricholoma Family,Olive-brown Panellus,p,o,k,o,,n,,,f,f
Tricholoma Family,Olive-brown Panellus,p,o,k,r,,y,,,f,f
Tricholoma Family,Olive-brown Panellus,p,o,k,r,,n,,,f,f
Tricholoma Family,Olive-brown Panellus,p,o,k,n,,y,,,f,f
Tricholoma Family,Olive-brown Panellus,p,o,k,n,,n,,,f,f
Crepidotus Family,Soft Slipper Toadstool,p,o,s,n,f,f,,,f,f
Crepidotus Family,Soft Slipper Toadstool,p,o,s,w,f,f,,,f,f
Crepidotus Family,Soft Slipper Toadstool,p,o,t,n,f,f,,,f,f
Crepidotus Family,Soft Slipper Toadstool,p,o,t,w,f,f,,,f,f
Hydnum Family,Hedgehog Fungus,e,f,e,b,,w,,,t,f
Ear-Pick Family,Ear-pick Fungus,p,x,k,n,,n,,,f,f
Ear-Pick Family,Ear-pick Fungus,p,o,k,n,,n,,,f,f
Bracket Fungi,Hairy Stereum,p,o,s,y,f,f,,,t,f
Bracket Fungi,Hairy Stereum,p,o,s,o,f,f,,,t,f
Bracket Fungi,Hairy Stereum,p,o,s,g,f,f,,,t,f
Bracket Fungi,Hairy Stereum,p,o,s,n,f,f,,,t,f
Bracket Fungi,Hairy Stereum,p,o,s,r,f,f,,,t,f
Bracket Fungi,Silver Leaf Fungus,p,o,l,g,f,f,,,f,f
Bracket Fungi,Dryad's Saddle,e,o,y,y,k,k,,,f,f
Bracket Fungi,Dryad's Saddle,e,o,y,y,k,n,,,f,f
Bracket Fungi,Fuzzy Polypore,p,f,g,o,,n,,,f,f
Bracket Fungi,Fuzzy Polypore,p,f,g,e,,n,,,f,f
Bracket Fungi,Fuzzy Polypore,p,f,g,n,,n,,,f,f
Bracket Fungi,Fuzzy Polypore,p,f,g,k,,n,,,f,f
Bracket Fungi,Fuzzy Polypore,p,f,s,o,,n,,,f,f
Bracket Fungi,Fuzzy Polypore,p,f,s,e,,n,,,f,f
Bracket Fungi,Fuzzy Polypore,p,f,s,n,,n,,,f,f
Bracket Fungi,Fuzzy Polypore,p,f,s,k,,n,,,f,f
Bracket Fungi,Fuzzy Polypore,p,f,d,o,,n,,,f,f
Bracket Fungi,Fuzzy Polypore,p,f,d,e,,n,,,f,f
Bracket Fungi,Fuzzy Polypore,p,f,d,n,,n,,,f,f
Bracket Fungi,Fuzzy Polypore,p,f,d,k,,n,,,f,f
Bracket Fungi,Fuzzy Polypore,p,x,g,o,,n,,,f,f
Bracket Fungi,Fuzzy Polypore,p,x,g,e,,n,,,f,f
Bracket Fungi,Fuzzy Polypore,p,x,g,n,,n,,,f,f
Bracket Fungi,Fuzzy Polypore,p,x,g,k,,n,,,f,f
Bracket Fungi,Fuzzy Polypore,p,x,s,o,,n,,,f,f
Bracket Fungi,Fuzzy Polypore,p,x,s,e,,n,,,f,f
Bracket Fungi,Fuzzy Polypore,p,x,s,n,,n,,,f,f
Bracket Fungi,Fuzzy Polypore,p,x,s,k,,n,,,f,f
Bracket Fungi,Fuzzy Polypore,p,x,d,o,,n,,,f,f
Bracket Fungi,Fuzzy Polypore,p,x,d,e,,n,,,f,f
Bracket Fungi,Fuzzy Polypore,p,x,d,n,,n,,,f,f
Bracket Fungi,Fuzzy Polypore,p,x,d,k,,n,,,f,f
Bracket Fungi,Brown Goblet,p,f,k,n,k,n,,,t,f
Bracket Fungi,Brown Goblet,p,f,k,y,k,n,,,t,f
Bracket Fungi,Brown Goblet,p,s,k,n,k,n,,,t,f
Bracket Fungi,Brown Goblet,p,s,k,y,k,n,,,t,f
Saddle-Cup Family,White Saddle,p,o,,w,g,w,,,t,f
Bracket Fungi,Elfin's Saddle,p,o,,g,g,g,,,f,f
Bracket Fungi,Elfin's Saddle,p,o,,g,g,n,,,f,f
Bracket Fungi,Elfin's Saddle,p,o,,k,g,g,,,f,f
Bracket Fungi,Elfin's Saddle,p,o,,k,g,n,,,f,f
Bracket Fungi,Turban Fungus,p,o,,n,g,n,,,f,f
Bracket Fungi,Turban Fungus,p,o,,e,g,n,,,f,f
Morel Family,Common Morel,e,p,,n,,n,,,f,f
Morel Family,Common Morel,e,p,,g,,n,,,f,f
Morel Family,Common Morel,e,c,,n,,n,,,f,f
Morel Family,Common Morel,e,c,,g,,n,,,f,f
Morel Family,Common Morel,e,o,,n,,n,,,f,f
Morel Family,Common Morel,e,o,,g,,n,,,f,f
Jelly Discs Family,Jelly Babies,p,x,s,y,,y,,,f,f
Jelly Discs Family,Jelly Babies,p,f,s,y,,y,,,f,f
Jelly Discs Family,Jelly Babies,p,s,s,y,,y,,,f,f
